detectedstate,dateannounced,gender,count
Madhya Pradesh,19/06/2020,Unknown,43
Madhya Pradesh,20/06/2020,Unknown,53
Madhya Pradesh,21/06/2020,Unknown,50
Madhya Pradesh,22/06/2020,Unknown,54
Madhya Pradesh,23/06/2020,Unknown,50
Madhya Pradesh,24/06/2020,Unknown,47
Madhya Pradesh,25/06/2020,Unknown,48
Madhya Pradesh,26/06/2020,Unknown,51
Madhya Pradesh,27/06/2020,Unknown,49
Madhya Pradesh,28/06/2020,Unknown,56
Madhya Pradesh,29/06/2020,Unknown,49
Madhya Pradesh,30/06/2020,Unknown,53
Madhya Pradesh,01/07/2020,Unknown,55
Madhya Pradesh,02/07/2020,Unknown,58
Madhya Pradesh,03/07/2020,Unknown,62
Madhya Pradesh,04/07/2020,Unknown,60
Madhya Pradesh,05/07/2020,Unknown,71
Madhya Pradesh,06/07/2020,Unknown,73
Madhya Pradesh,07/07/2020,Unknown,63
Madhya Pradesh,08/07/2020,Unknown,62
Madhya Pradesh,09/07/2020,Unknown,62
Madhya Pradesh,10/07/2020,Unknown,74
Madhya Pradesh,11/07/2020,Unknown,68
Madhya Pradesh,12/07/2020,Unknown,73
Madhya Pradesh,13/07/2020,Unknown,76
Madhya Pradesh,14/07/2020,Unknown,95
Madhya Pradesh,15/07/2020,Unknown,76
Madhya Pradesh,16/07/2020,Unknown,76
Madhya Pradesh,17/07/2020,Unknown,75
Maharashtra,09/03/2020,F,1
Maharashtra,09/03/2020,M,1
Maharashtra,10/03/2020,F,1
Maharashtra,10/03/2020,M,1
Maharashtra,10/03/2020,Unknown,1
Maharashtra,11/03/2020,Unknown,3
Maharashtra,11/03/2020,M,2
Maharashtra,11/03/2020,F,1
Maharashtra,12/03/2020,M,3
Maharashtra,13/03/2020,F,1
Maharashtra,13/03/2020,M,1
Maharashtra,13/03/2020,Unknown,1
Maharashtra,14/03/2020,Unknown,5
Maharashtra,14/03/2020,M,3
Maharashtra,14/03/2020,F,1
Maharashtra,15/03/2020,F,4
Maharashtra,15/03/2020,M,2
Maharashtra,16/03/2020,F,4
Maharashtra,16/03/2020,Unknown,2
Maharashtra,16/03/2020,M,1
Maharashtra,17/03/2020,M,2
Maharashtra,18/03/2020,F,2
Maharashtra,18/03/2020,M,1
Maharashtra,18/03/2020,Unknown,1
Maharashtra,19/03/2020,F,2
Maharashtra,19/03/2020,M,1
Maharashtra,20/03/2020,M,4
Maharashtra,21/03/2020,Unknown,9
Maharashtra,21/03/2020,M,2
Maharashtra,21/03/2020,F,1
Maharashtra,22/03/2020,Unknown,4
Maharashtra,22/03/2020,F,3
Maharashtra,22/03/2020,M,3
Maharashtra,23/03/2020,Unknown,15
Maharashtra,24/03/2020,Unknown,11
Maharashtra,24/03/2020,F,6
Maharashtra,24/03/2020,M,1
Maharashtra,25/03/2020,Unknown,11
Maharashtra,25/03/2020,M,4
Maharashtra,26/03/2020,Unknown,2
Maharashtra,26/03/2020,M,1
Maharashtra,27/03/2020,Unknown,28
Maharashtra,28/03/2020,Unknown,28
Maharashtra,29/03/2020,Unknown,17
Maharashtra,29/03/2020,M,4
Maharashtra,29/03/2020,F,1
Maharashtra,30/03/2020,Unknown,17
Maharashtra,31/03/2020,Unknown,82
Maharashtra,01/04/2020,Unknown,33
Maharashtra,02/04/2020,Unknown,86
Maharashtra,02/04/2020,M,2
Maharashtra,03/04/2020,Unknown,58
Maharashtra,03/04/2020,M,4
Maharashtra,03/04/2020,F,2
Maharashtra,04/04/2020,Unknown,146
Maharashtra,04/04/2020,M,2
Maharashtra,05/04/2020,Unknown,111
Maharashtra,05/04/2020,M,1
Maharashtra,06/04/2020,Unknown,121
Maharashtra,07/04/2020,Unknown,150
Maharashtra,08/04/2020,Unknown,117
Maharashtra,09/04/2020,Unknown,229
Maharashtra,10/04/2020,Unknown,210
Maharashtra,11/04/2020,Unknown,186
Maharashtra,11/04/2020,F,1
Maharashtra,12/04/2020,Unknown,223
Maharashtra,13/04/2020,Unknown,354
Maharashtra,14/04/2020,Unknown,348
Maharashtra,15/04/2020,Unknown,237
Maharashtra,15/04/2020,M,1
Maharashtra,16/04/2020,Unknown,287
Maharashtra,17/04/2020,Unknown,120
Maharashtra,18/04/2020,Unknown,333
Maharashtra,19/04/2020,Unknown,574
Maharashtra,20/04/2020,Unknown,490
Maharashtra,21/04/2020,Unknown,578
Maharashtra,22/04/2020,Unknown,437
Maharashtra,23/04/2020,Unknown,808
Maharashtra,24/04/2020,Unknown,424
Maharashtra,25/04/2020,Unknown,845
Maharashtra,26/04/2020,Unknown,464
Maharashtra,27/04/2020,Unknown,32
Maharashtra,27/04/2020,M,1
Maharashtra,28/04/2020,Unknown,26
Maharashtra,29/04/2020,Unknown,26
Maharashtra,30/04/2020,Unknown,24
Maharashtra,01/05/2020,Unknown,34
Maharashtra,02/05/2020,Unknown,34
Maharashtra,03/05/2020,Unknown,29
Maharashtra,04/05/2020,Unknown,45
Maharashtra,04/05/2020,M,1
Maharashtra,05/05/2020,Unknown,33
Maharashtra,06/05/2020,Unknown,38
Maharashtra,06/05/2020,M,1
Maharashtra,07/05/2020,Unknown,37
Maharashtra,07/05/2020,M,1
Maharashtra,08/05/2020,Unknown,33
Maharashtra,09/05/2020,Unknown,26
Maharashtra,09/05/2020,M,1
Maharashtra,10/05/2020,Unknown,56
Maharashtra,11/05/2020,Unknown,46
Maharashtra,12/05/2020,Unknown,43
Maharashtra,13/05/2020,Unknown,41
Maharashtra,14/05/2020,Unknown,40
Maharashtra,15/05/2020,Unknown,46
Maharashtra,16/05/2020,Unknown,50
Maharashtra,17/05/2020,Unknown,48
Maharashtra,18/05/2020,Unknown,60
Maharashtra,19/05/2020,Unknown,60
Maharashtra,20/05/2020,Unknown,49
Maharashtra,21/05/2020,Unknown,56
Maharashtra,22/05/2020,Unknown,59
Maharashtra,23/05/2020,Unknown,46
Maharashtra,24/05/2020,Unknown,48
Maharashtra,25/05/2020,Unknown,57
Maharashtra,26/05/2020,Unknown,58
Maharashtra,27/05/2020,Unknown,64
Maharashtra,28/05/2020,Unknown,59
Maharashtra,29/05/2020,Unknown,71
Maharashtra,30/05/2020,Unknown,68
Maharashtra,31/05/2020,Unknown,59
Maharashtra,01/06/2020,Unknown,58
Maharashtra,02/06/2020,Unknown,65
Maharashtra,03/06/2020,Unknown,72
Maharashtra,04/06/2020,Unknown,81
Maharashtra,05/06/2020,Unknown,67
Maharashtra,06/06/2020,Unknown,66
Maharashtra,07/06/2020,Unknown,66
Maharashtra,08/06/2020,Unknown,72
Maharashtra,09/06/2020,Unknown,71
Maharashtra,10/06/2020,Unknown,69
Maharashtra,11/06/2020,Unknown,65
Maharashtra,12/06/2020,Unknown,61
Maharashtra,13/06/2020,Unknown,73
Maharashtra,14/06/2020,Unknown,68
Maharashtra,15/06/2020,Unknown,72
Maharashtra,16/06/2020,Unknown,83
Maharashtra,17/06/2020,Unknown,66
Maharashtra,18/06/2020,Unknown,67
Maharashtra,19/06/2020,Unknown,75
Maharashtra,20/06/2020,Unknown,88
Maharashtra,21/06/2020,Unknown,69
Maharashtra,22/06/2020,Unknown,63
Maharashtra,23/06/2020,Unknown,73
Maharashtra,24/06/2020,Unknown,78
Maharashtra,25/06/2020,Unknown,82
Maharashtra,26/06/2020,Unknown,82
Maharashtra,27/06/2020,Unknown,90
Maharashtra,28/06/2020,Unknown,74
Maharashtra,29/06/2020,Unknown,76
Maharashtra,30/06/2020,Unknown,75
Maharashtra,01/07/2020,Unknown,80
Maharashtra,02/07/2020,Unknown,69
Maharashtra,03/07/2020,Unknown,87
Maharashtra,04/07/2020,Unknown,74
Maharashtra,05/07/2020,Unknown,69
Maharashtra,06/07/2020,Unknown,92
Maharashtra,07/07/2020,Unknown,90
Maharashtra,08/07/2020,Unknown,87
Maharashtra,09/07/2020,Unknown,87
Maharashtra,10/07/2020,Unknown,95
Maharashtra,11/07/2020,Unknown,90
Maharashtra,12/07/2020,Unknown,76
Maharashtra,13/07/2020,Unknown,88
Maharashtra,14/07/2020,Unknown,88
Maharashtra,15/07/2020,Unknown,88
Maharashtra,16/07/2020,Unknown,87
Maharashtra,17/07/2020,Unknown,80
Manipur,24/03/2020,F,1
Manipur,02/04/2020,Unknown,1
Manipur,14/05/2020,M,1
Manipur,16/05/2020,F,2
Manipur,16/05/2020,M,1
Manipur,16/05/2020,Unknown,1
Manipur,19/05/2020,F,2
Manipur,20/05/2020,F,5
Manipur,20/05/2020,Unknown,2
Manipur,22/05/2020,M,1
Manipur,23/05/2020,Unknown,3
Manipur,24/05/2020,Unknown,3
Manipur,25/05/2020,M,2
Manipur,25/05/2020,Unknown,2
Manipur,26/05/2020,M,3
Manipur,27/05/2020,Unknown,1
Manipur,28/05/2020,M,9
Manipur,28/05/2020,F,2
Manipur,29/05/2020,Unknown,3
Manipur,30/05/2020,F,1
Manipur,31/05/2020,Unknown,5
Manipur,31/05/2020,F,4
Manipur,31/05/2020,M,2
Manipur,01/06/2020,Unknown,7
Manipur,01/06/2020,M,3
Manipur,01/06/2020,F,2
Manipur,02/06/2020,F,7
Manipur,02/06/2020,M,2
Manipur,03/06/2020,Unknown,14
Manipur,03/06/2020,M,10
Manipur,03/06/2020,F,8
Manipur,04/06/2020,M,7
Manipur,04/06/2020,F,6
Manipur,04/06/2020,Unknown,1
Manipur,05/06/2020,Unknown,2
Manipur,06/06/2020,F,9
Manipur,06/06/2020,Unknown,9
Manipur,06/06/2020,M,3
Manipur,07/06/2020,F,3
Manipur,07/06/2020,M,3
Manipur,08/06/2020,Unknown,9
Manipur,08/06/2020,M,6
Manipur,08/06/2020,F,3
Manipur,09/06/2020,Unknown,3
Manipur,09/06/2020,F,1
Manipur,09/06/2020,M,1
Manipur,10/06/2020,F,2
Manipur,10/06/2020,Unknown,1
Manipur,11/06/2020,Unknown,12
Manipur,12/06/2020,Unknown,9
Manipur,13/06/2020,Unknown,4
Manipur,13/06/2020,F,1
Manipur,13/06/2020,M,1
Manipur,14/06/2020,Unknown,4
Manipur,15/06/2020,Unknown,2
Manipur,16/06/2020,Unknown,3
Manipur,17/06/2020,Unknown,10
Manipur,18/06/2020,Unknown,4
Manipur,19/06/2020,Unknown,34
Manipur,20/06/2020,Unknown,12
Manipur,21/06/2020,Unknown,21
Manipur,22/06/2020,Unknown,10
Manipur,23/06/2020,Unknown,9
Manipur,24/06/2020,Unknown,20
Manipur,25/06/2020,Unknown,20
Manipur,26/06/2020,Unknown,6
Manipur,27/06/2020,Unknown,5
Manipur,28/06/2020,Unknown,10
Manipur,29/06/2020,Unknown,13
Manipur,30/06/2020,Unknown,5
Manipur,01/07/2020,Unknown,9
Manipur,02/07/2020,Unknown,10
Manipur,03/07/2020,Unknown,8
Manipur,04/07/2020,Unknown,6
Manipur,05/07/2020,Unknown,10
Manipur,06/07/2020,Unknown,4
Manipur,07/07/2020,Unknown,7
Manipur,08/07/2020,F,1
Manipur,08/07/2020,M,1
Manipur,08/07/2020,Unknown,1
Manipur,09/07/2020,Unknown,6
Manipur,10/07/2020,Unknown,10
Manipur,11/07/2020,Unknown,4
Manipur,12/07/2020,Unknown,6
Manipur,13/07/2020,Unknown,4
Manipur,14/07/2020,Unknown,9
Manipur,15/07/2020,Unknown,7
Manipur,16/07/2020,Unknown,9
Manipur,17/07/2020,Unknown,6
Meghalaya,13/04/2020,M,1
Meghalaya,15/04/2020,Unknown,6
Meghalaya,16/04/2020,Unknown,2
Meghalaya,18/04/2020,Unknown,2
Meghalaya,21/04/2020,Unknown,1
Meghalaya,01/05/2020,Unknown,3
Meghalaya,09/05/2020,Unknown,1
Meghalaya,13/05/2020,Unknown,1
Meghalaya,18/05/2020,Unknown,1
Meghalaya,20/05/2020,Unknown,1
Meghalaya,25/05/2020,Unknown,1
Meghalaya,26/05/2020,Unknown,1
Meghalaya,28/05/2020,Unknown,1
Meghalaya,29/05/2020,Unknown,4
Meghalaya,01/06/2020,Unknown,1
Meghalaya,02/06/2020,Unknown,1
Meghalaya,03/06/2020,Unknown,4
Meghalaya,07/06/2020,Unknown,3
Meghalaya,08/06/2020,Unknown,1
Meghalaya,09/06/2020,Unknown,5
Meghalaya,10/06/2020,Unknown,1
Meghalaya,11/06/2020,Unknown,1
Meghalaya,12/06/2020,Unknown,3
Meghalaya,13/06/2020,Unknown,1
Meghalaya,14/06/2020,Unknown,1
Meghalaya,16/06/2020,Unknown,1
Meghalaya,17/06/2020,Unknown,3
Meghalaya,18/06/2020,Unknown,1
Meghalaya,21/06/2020,Unknown,1
Meghalaya,22/06/2020,Unknown,1
Meghalaya,23/06/2020,Unknown,2
Meghalaya,25/06/2020,Unknown,1
Meghalaya,26/06/2020,Unknown,2
Meghalaya,28/06/2020,Unknown,1
Meghalaya,29/06/2020,Unknown,1
Meghalaya,30/06/2020,Unknown,2
Meghalaya,01/07/2020,Unknown,1
Meghalaya,02/07/2020,Unknown,5
Meghalaya,03/07/2020,Unknown,3
Meghalaya,04/07/2020,Unknown,3
Meghalaya,05/07/2020,Unknown,2
Meghalaya,06/07/2020,Unknown,6
Meghalaya,07/07/2020,Unknown,1
Meghalaya,08/07/2020,Unknown,4
Meghalaya,09/07/2020,Unknown,3
Meghalaya,10/07/2020,Unknown,4
Meghalaya,11/07/2020,Unknown,1
Meghalaya,12/07/2020,Unknown,1
Meghalaya,13/07/2020,Unknown,2
Meghalaya,14/07/2020,Unknown,1
Meghalaya,15/07/2020,Unknown,1
Meghalaya,16/07/2020,Unknown,17
Meghalaya,17/07/2020,Unknown,2
Mizoram,25/03/2020,M,1
Mizoram,05/05/2020,M,1
Mizoram,02/06/2020,Unknown,1
Mizoram,03/06/2020,M,1
Mizoram,04/06/2020,F,3
Mizoram,05/06/2020,Unknown,3
Mizoram,07/06/2020,F,2
Mizoram,07/06/2020,M,1
Mizoram,08/06/2020,Unknown,3
Mizoram,09/06/2020,Unknown,6
Mizoram,10/06/2020,Unknown,4
Mizoram,11/06/2020,Unknown,4
Mizoram,12/06/2020,F,1
Mizoram,12/06/2020,M,1
Mizoram,13/06/2020,F,2
Mizoram,13/06/2020,M,2
Mizoram,14/06/2020,M,1
Mizoram,15/06/2020,F,1
Mizoram,16/06/2020,F,1
Mizoram,16/06/2020,M,1
Mizoram,18/06/2020,Unknown,3
Mizoram,19/06/2020,Unknown,2
Mizoram,20/06/2020,Unknown,4
Mizoram,21/06/2020,Unknown,1
Mizoram,22/06/2020,Unknown,3
Mizoram,23/06/2020,Unknown,3
Mizoram,24/06/2020,Unknown,4
Mizoram,25/06/2020,Unknown,3
Mizoram,26/06/2020,Unknown,4
Mizoram,26/06/2020,F,2
Mizoram,27/06/2020,M,2
Mizoram,27/06/2020,F,1
Mizoram,27/06/2020,Unknown,1
Mizoram,28/06/2020,F,1
Mizoram,29/06/2020,Unknown,2
Mizoram,30/06/2020,Unknown,4
Mizoram,30/06/2020,F,1
Mizoram,30/06/2020,M,1
Mizoram,01/07/2020,Unknown,1
Mizoram,02/07/2020,Unknown,4
Mizoram,03/07/2020,M,1
Mizoram,04/07/2020,Unknown,2
Mizoram,05/07/2020,Unknown,5
Mizoram,06/07/2020,F,1
Mizoram,06/07/2020,M,1
Mizoram,06/07/2020,Unknown,1
Mizoram,07/07/2020,Unknown,2
Mizoram,08/07/2020,Unknown,4
Mizoram,10/07/2020,Unknown,2
Mizoram,11/07/2020,Unknown,5
Mizoram,12/07/2020,Unknown,1
Mizoram,13/07/2020,M,2
Mizoram,13/07/2020,Unknown,1
Mizoram,14/07/2020,Unknown,2
Mizoram,16/07/2020,Unknown,6
Mizoram,16/07/2020,F,1
Mizoram,17/07/2020,Unknown,3
Nagaland,25/05/2020,M,2
Nagaland,25/05/2020,F,1
Nagaland,26/05/2020,Unknown,1
Nagaland,27/05/2020,Unknown,5
Nagaland,28/05/2020,Unknown,3
Nagaland,29/05/2020,Unknown,4
Nagaland,30/05/2020,Unknown,2
Nagaland,31/05/2020,F,1
Nagaland,31/05/2020,M,1
Nagaland,02/06/2020,F,1
Nagaland,02/06/2020,M,1
Nagaland,03/06/2020,Unknown,2
Nagaland,04/06/2020,Unknown,6
Nagaland,05/06/2020,Unknown,2
Nagaland,06/06/2020,Unknown,10
Nagaland,07/06/2020,Unknown,3
Nagaland,08/06/2020,Unknown,6
Nagaland,09/06/2020,Unknown,3
Nagaland,10/06/2020,Unknown,3
Nagaland,11/06/2020,Unknown,2
Nagaland,12/06/2020,Unknown,7
Nagaland,13/06/2020,Unknown,2
Nagaland,14/06/2020,Unknown,15
Nagaland,15/06/2020,Unknown,5
Nagaland,16/06/2020,Unknown,6
Nagaland,17/06/2020,Unknown,7
Nagaland,18/06/2020,Unknown,2
Nagaland,19/06/2020,Unknown,8
Nagaland,20/06/2020,Unknown,7
Nagaland,21/06/2020,Unknown,7
Nagaland,22/06/2020,Unknown,7
Nagaland,23/06/2020,Unknown,8
Nagaland,24/06/2020,Unknown,8
Nagaland,25/06/2020,Unknown,9
Nagaland,26/06/2020,Unknown,2
Nagaland,27/06/2020,Unknown,9
Nagaland,28/06/2020,Unknown,7
Nagaland,29/06/2020,Unknown,6
Nagaland,30/06/2020,Unknown,6
Nagaland,01/07/2020,Unknown,9
Nagaland,02/07/2020,Unknown,6
Nagaland,03/07/2020,Unknown,8
Nagaland,04/07/2020,Unknown,5
Nagaland,05/07/2020,Unknown,9
Nagaland,06/07/2020,Unknown,4
Nagaland,07/07/2020,Unknown,4
Nagaland,08/07/2020,Unknown,6
Nagaland,09/07/2020,Unknown,2
Nagaland,10/07/2020,Unknown,7
Nagaland,11/07/2020,Unknown,5
Nagaland,12/07/2020,Unknown,7
Nagaland,13/07/2020,Unknown,4
Nagaland,14/07/2020,Unknown,8
Nagaland,15/07/2020,Unknown,3
Nagaland,16/07/2020,Unknown,3
Nagaland,17/07/2020,Unknown,3
Odisha,16/03/2020,M,1
Odisha,19/03/2020,M,1
Odisha,26/03/2020,M,1
Odisha,31/03/2020,M,1
Odisha,01/04/2020,Unknown,1
Odisha,03/04/2020,Unknown,13
Odisha,03/04/2020,F,2
Odisha,04/04/2020,Unknown,1
Odisha,05/04/2020,Unknown,16
Odisha,05/04/2020,M,2
Odisha,06/04/2020,M,1
Odisha,07/04/2020,M,2
Odisha,09/04/2020,F,4
Odisha,09/04/2020,M,2
Odisha,10/04/2020,F,1
Odisha,10/04/2020,M,1
Odisha,11/04/2020,F,2
Odisha,11/04/2020,M,2
Odisha,13/04/2020,M,1
Odisha,14/04/2020,M,4
Odisha,14/04/2020,F,1
Odisha,18/04/2020,M,1
Odisha,20/04/2020,M,12
Odisha,20/04/2020,F,1
Odisha,21/04/2020,M,3
Odisha,21/04/2020,F,2
Odisha,22/04/2020,M,4
Odisha,23/04/2020,F,4
Odisha,23/04/2020,M,2
Odisha,24/04/2020,M,5
Odisha,25/04/2020,M,6
Odisha,26/04/2020,M,2
Odisha,26/04/2020,F,1
Odisha,27/04/2020,M,9
Odisha,27/04/2020,F,6
Odisha,27/04/2020,Unknown,1
Odisha,28/04/2020,Unknown,1
Odisha,29/04/2020,M,6
Odisha,29/04/2020,F,1
Odisha,29/04/2020,Unknown,1
Odisha,30/04/2020,M,11
Odisha,30/04/2020,F,7
Odisha,30/04/2020,Unknown,1
Odisha,01/05/2020,M,7
Odisha,01/05/2020,F,4
Odisha,01/05/2020,Unknown,4
Odisha,02/05/2020,M,5
Odisha,02/05/2020,F,1
Odisha,02/05/2020,Unknown,1
Odisha,03/05/2020,M,2
Odisha,03/05/2020,Unknown,2
Odisha,04/05/2020,M,6
Odisha,04/05/2020,F,1
Odisha,05/05/2020,M,6
Odisha,05/05/2020,F,2
Odisha,05/05/2020,Unknown,1
Odisha,06/05/2020,M,27
Odisha,06/05/2020,F,1
Odisha,06/05/2020,Unknown,1
Odisha,07/05/2020,M,14
Odisha,07/05/2020,Unknown,1
Odisha,08/05/2020,M,49
Odisha,08/05/2020,Unknown,2
Odisha,08/05/2020,F,1
Odisha,09/05/2020,Unknown,64
Odisha,09/05/2020,M,24
Odisha,10/05/2020,Unknown,25
Odisha,11/05/2020,Unknown,26
Odisha,12/05/2020,Unknown,6
Odisha,13/05/2020,Unknown,12
Odisha,14/05/2020,Unknown,27
Odisha,15/05/2020,Unknown,12
Odisha,16/05/2020,Unknown,3
Odisha,17/05/2020,Unknown,16
Odisha,18/05/2020,Unknown,56
Odisha,19/05/2020,Unknown,17
Odisha,20/05/2020,Unknown,17
Odisha,20/05/2020,M,1
Odisha,21/05/2020,Unknown,25
Odisha,22/05/2020,Unknown,94
Odisha,23/05/2020,Unknown,19
Odisha,24/05/2020,Unknown,17
Odisha,25/05/2020,Unknown,28
Odisha,26/05/2020,Unknown,27
Odisha,27/05/2020,Unknown,19
Odisha,28/05/2020,Unknown,22
Odisha,29/05/2020,Unknown,38
Odisha,29/05/2020,M,2
Odisha,30/05/2020,Unknown,29
Odisha,31/05/2020,Unknown,34
Odisha,01/06/2020,Unknown,31
Odisha,02/06/2020,Unknown,33
Odisha,03/06/2020,Unknown,159
Odisha,04/06/2020,Unknown,25
Odisha,05/06/2020,Unknown,36
Odisha,06/06/2020,Unknown,28
Odisha,07/06/2020,Unknown,35
Odisha,08/06/2020,Unknown,33
Odisha,09/06/2020,Unknown,34
Odisha,10/06/2020,Unknown,32
Odisha,11/06/2020,Unknown,28
Odisha,11/06/2020,F,1
Odisha,12/06/2020,Unknown,33
Odisha,12/06/2020,M,1
Odisha,13/06/2020,Unknown,32
Odisha,14/06/2020,Unknown,33
Odisha,14/06/2020,M,1
Odisha,15/06/2020,Unknown,33
Odisha,16/06/2020,Unknown,36
Odisha,17/06/2020,Unknown,29
Odisha,18/06/2020,Unknown,31
Odisha,19/06/2020,Unknown,34
Odisha,20/06/2020,Unknown,34
Odisha,20/06/2020,M,1
Odisha,21/06/2020,Unknown,36
Odisha,21/06/2020,M,4
Odisha,22/06/2020,Unknown,44
Odisha,22/06/2020,M,1
Odisha,23/06/2020,Unknown,32
Odisha,23/06/2020,M,3
Odisha,24/06/2020,Unknown,35
Odisha,25/06/2020,Unknown,36
Odisha,26/06/2020,Unknown,36
Odisha,27/06/2020,Unknown,34
Odisha,27/06/2020,M,1
Odisha,28/06/2020,Unknown,41
Odisha,28/06/2020,M,3
Odisha,29/06/2020,Unknown,40
Odisha,29/06/2020,M,2
Odisha,30/06/2020,Unknown,41
Odisha,30/06/2020,F,2
Odisha,01/07/2020,Unknown,31
Odisha,01/07/2020,M,1
Odisha,02/07/2020,Unknown,40
Odisha,02/07/2020,M,2
Odisha,03/07/2020,Unknown,42
Odisha,03/07/2020,M,2
Odisha,04/07/2020,Unknown,39
Odisha,04/07/2020,M,6
Odisha,05/07/2020,Unknown,42
Odisha,05/07/2020,M,2
Odisha,05/07/2020,F,1
Odisha,06/07/2020,Unknown,45
Odisha,06/07/2020,M,2
Odisha,07/07/2020,Unknown,38
Odisha,07/07/2020,M,6
Odisha,08/07/2020,Unknown,47
Odisha,08/07/2020,M,6
Odisha,08/07/2020,F,1
Odisha,09/07/2020,Unknown,43
Odisha,09/07/2020,M,4
Odisha,09/07/2020,F,2
Odisha,10/07/2020,Unknown,47
Odisha,10/07/2020,M,6
Odisha,11/07/2020,Unknown,35
Odisha,11/07/2020,M,4
Odisha,11/07/2020,F,2
Odisha,12/07/2020,Unknown,41
Odisha,12/07/2020,M,5
Odisha,13/07/2020,Unknown,43
Odisha,13/07/2020,M,7
Odisha,14/07/2020,Unknown,44
Odisha,14/07/2020,M,3
Odisha,14/07/2020,F,1
Odisha,14/07/2020,Non-Binary,1
Odisha,15/07/2020,Unknown,42
Odisha,15/07/2020,M,5
Odisha,16/07/2020,Unknown,42
Odisha,16/07/2020,M,2
Odisha,17/07/2020,Unknown,43
Odisha,17/07/2020,M,5
Odisha,17/07/2020,F,1
Puducherry,17/03/2020,F,1
Puducherry,01/04/2020,M,2
Puducherry,02/04/2020,Unknown,2
Puducherry,10/04/2020,Unknown,2
Puducherry,25/04/2020,M,1
Puducherry,27/04/2020,Unknown,1
Puducherry,02/05/2020,Unknown,2
Puducherry,03/05/2020,Unknown,1
Puducherry,08/05/2020,Unknown,3
Puducherry,10/05/2020,Unknown,3
Puducherry,13/05/2020,Unknown,1
Puducherry,14/05/2020,Unknown,1
Puducherry,16/05/2020,Unknown,1
Puducherry,19/05/2020,Unknown,2
Puducherry,20/05/2020,M,1
Puducherry,22/05/2020,Unknown,2
Puducherry,24/05/2020,Unknown,3
Puducherry,25/05/2020,Unknown,5
Puducherry,28/05/2020,Unknown,2
Puducherry,29/05/2020,Unknown,3
Puducherry,31/05/2020,Unknown,2
Puducherry,01/06/2020,Unknown,2
Puducherry,03/06/2020,Unknown,4
Puducherry,04/06/2020,Unknown,2
Puducherry,05/06/2020,Unknown,2
Puducherry,06/06/2020,Unknown,8
Puducherry,07/06/2020,Unknown,2
Puducherry,08/06/2020,Unknown,3
Puducherry,09/06/2020,Unknown,3
Puducherry,10/06/2020,Unknown,2
Puducherry,11/06/2020,Unknown,5
Puducherry,12/06/2020,Unknown,4
Puducherry,13/06/2020,Unknown,3
Puducherry,14/06/2020,Unknown,5
Puducherry,15/06/2020,Unknown,2
Puducherry,16/06/2020,Unknown,3
Puducherry,17/06/2020,Unknown,4
Puducherry,18/06/2020,Unknown,4
Puducherry,19/06/2020,Unknown,4
Puducherry,20/06/2020,Unknown,5
Puducherry,21/06/2020,Unknown,5
Puducherry,22/06/2020,Unknown,3
Puducherry,23/06/2020,Unknown,4
Puducherry,24/06/2020,Unknown,3
Puducherry,25/06/2020,Unknown,3
Puducherry,26/06/2020,Unknown,3
Puducherry,27/06/2020,Unknown,5
Puducherry,28/06/2020,Unknown,5
Puducherry,29/06/2020,Unknown,4
Puducherry,30/06/2020,Unknown,10
Puducherry,01/07/2020,Unknown,6
Puducherry,02/07/2020,Unknown,3
Puducherry,03/07/2020,Unknown,4
Puducherry,03/07/2020,F,1
Puducherry,04/07/2020,Unknown,5
Puducherry,04/07/2020,M,1
Puducherry,05/07/2020,Unknown,5
Puducherry,06/07/2020,Unknown,6
Puducherry,07/07/2020,Unknown,6
Puducherry,08/07/2020,Unknown,10
Puducherry,09/07/2020,Unknown,4
Puducherry,10/07/2020,Unknown,7
Puducherry,11/07/2020,Unknown,8
Puducherry,12/07/2020,Unknown,4
Puducherry,13/07/2020,Unknown,4
Puducherry,14/07/2020,Unknown,5
Puducherry,15/07/2020,Unknown,7
Puducherry,16/07/2020,Unknown,5
Puducherry,16/07/2020,M,1
Puducherry,17/07/2020,Unknown,9
Punjab,09/03/2020,M,1
Punjab,19/03/2020,M,1
Punjab,20/03/2020,F,1
Punjab,21/03/2020,M,6
Punjab,21/03/2020,F,4
Punjab,22/03/2020,Unknown,8
Punjab,23/03/2020,M,1
Punjab,23/03/2020,Unknown,1
Punjab,24/03/2020,Unknown,6
Punjab,25/03/2020,F,1
Punjab,25/03/2020,M,1
Punjab,26/03/2020,Unknown,2
Punjab,27/03/2020,Unknown,5
Punjab,30/03/2020,Unknown,3
Punjab,31/03/2020,Unknown,1
Punjab,01/04/2020,Unknown,3
Punjab,01/04/2020,F,1
Punjab,02/04/2020,M,1
Punjab,03/04/2020,Unknown,5
Punjab,03/04/2020,F,1
Punjab,04/04/2020,Unknown,7
Punjab,04/04/2020,F,3
Punjab,04/04/2020,M,2
Punjab,05/04/2020,F,1
Punjab,05/04/2020,M,1
Punjab,05/04/2020,Unknown,1
Punjab,06/04/2020,F,4
Punjab,06/04/2020,M,4
Punjab,06/04/2020,Unknown,3
Punjab,07/04/2020,Unknown,12
Punjab,07/04/2020,F,4
Punjab,07/04/2020,M,4
Punjab,08/04/2020,Unknown,5
Punjab,08/04/2020,M,2
Punjab,09/04/2020,Unknown,21
Punjab,09/04/2020,F,2
